OficialID;foreignkey;prefix;prefixurl
3619;122739/diego-menendez-de-valdes;dbe;https://dbe.rah.es/biografias/
3627;25195/juan-de-haro-y-sanvitores;dbe;https://dbe.rah.es/biografias/
3630;25204/agustin-de-silva-y-figueroa;dbe;https://dbe.rah.es/biografias/
3631;25207/juan-de-bolanos;dbe;https://dbe.rah.es/biografias/
3639;25289/juan-de-robles-lorenzana;dbe;https://dbe.rah.es/biografias/
3640;25294/gaspar-martinez-de-andino;dbe;https://dbe.rah.es/biografias/
3641;25311/juan-fernandez-franco-de-medina;dbe;https://dbe.rah.es/biografias/
3642;25309/gaspar-de-arredondo-y-valle;dbe;https://dbe.rah.es/biografias/
3644;25313/antonio-de-robles-silva;dbe;https://dbe.rah.es/biografias/
3665;39228/jose-dufresne;dbe;https://dbe.rah.es/biografias/
3671;12500/salvador-melendez-bruna;dbe;https://dbe.rah.es/biografias/
3679;16440/rafael-de-aristegui-y-velez-ladron-de-guevara;dbe;https://dbe.rah.es/biografias/
3688;6311/rafael-echague-y-bermingham;dbe;https://dbe.rah.es/biografias/
3689;13166/rafael-izquierdo-y-gutierrez;dbe;https://dbe.rah.es/biografias/
3692;39249/julian-juan-pavia-y-lacy;dbe;https://dbe.rah.es/biografias/
3695;39250/ramon-gomez-pulido;dbe;https://dbe.rah.es/biografias/
3697;87750/joaquin-enrile-y-hernan;dbe;https://dbe.rah.es/biografias/
3699;39254/rafael-primo-de-rivera-y-sobremonte;dbe;https://dbe.rah.es/biografias/
3700;39255/segundo-de-la-portilla-y-gutierrez;dbe;https://dbe.rah.es/biografias/
3702;137315/jose-gamir-maladen;dbe;https://dbe.rah.es/biografias/
3704;5049/miguel-de-la-vega-inclan-y-palma;dbe;https://dbe.rah.es/biografias/
3705;39256/carlos-suances-y-campos;dbe;https://dbe.rah.es/biografias/
3708;4847/juan-contreras-y-martinez;dbe;https://dbe.rah.es/biografias/
3717;39267/ricardo-de-ortega-y-diez;dbe;https://dbe.rah.es/biografias/
3718;39271/manuel-macias-casado;dbe;https://dbe.rah.es/biografias/
3719;70065/angel-rivero-mendez;dbe;https://dbe.rah.es/biografias/
3720;9825/francisco-pizarro-gonzalez;dbe;https://dbe.rah.es/biografias/
3723;14604/gil-gonzalez-davila;dbe;https://dbe.rah.es/biografias/
3724;111389/francisco-hernandez-de-cordoba;dbe;https://dbe.rah.es/biografias/
3730;28140/juan-de-cavallon-y-arboleda;dbe;https://dbe.rah.es/biografias/
4357;58250150;viaf;https://viaf.org/viaf/
29;5622/agustin-de-ahumada-y-villalon;dbe;https://dbe.rah.es/biografias/
43;13149/jose-de-iturrigaray-y-arostegui;dbe;https://dbe.rah.es/biografias/
324;91820/eustaquio-galavis-hurtado-del-aguila-de-mendoza-y-ponton;dbe;https://dbe.rah.es/biografias/
2784;32867/pedro-de-arceo;dbe;https://dbe.rah.es/biografias/
2797;42665/juan-francisco-montemayor-de-cordoba-y-cuenca;dbe;https://dbe.rah.es/biografias/
2818;38998/manuel-de-azlor-y-urries;dbe;https://dbe.rah.es/biografias/
2819;8320/jose-francisco-antonio-solano-y-bote;dbe;https://dbe.rah.es/biografias/
2821;43021/joaquin-antonio-garcia-y-moreno;dbe;https://dbe.rah.es/biografias/
2823;15539/salvador-jose-muro-y-salazar;dbe;https://dbe.rah.es/biografias/
2828;16279/santiago-de-vera;dbe;https://dbe.rah.es/biografias/
2829;20932/juan-de-villela-olabarrieta;dbe;https://dbe.rah.es/biografias/
2853;15287/francisco-de-sande-y-picon;dbe;https://dbe.rah.es/biografias/
2854;28135/alonso-criado-de-castilla;dbe;https://dbe.rah.es/biografias/
2856;10563/alvaro-quinones-y-osorio;dbe;https://dbe.rah.es/biografias/
2880;60108/bernardo-troncoso-y-martinez-del-rincon;dbe;https://dbe.rah.es/biografias/
2882;70018/antonio-gonzalez-mollinedo-y-saravia;dbe;https://dbe.rah.es/biografias/
2888;84089/lope-diez-de-aux-y-armendariz;dbe;https://dbe.rah.es/biografias/
2890;13849/juan-de-borja-y-armendia;dbe;https://dbe.rah.es/biografias/
2894;33572/dionisio-perez-manrique-de-lara;dbe;https://dbe.rah.es/biografias/
2897;33575/diego-de-villalba-y-toledo;dbe;https://dbe.rah.es/biografias/
2899;11485/francisco-castillo-de-la-concha;dbe;https://dbe.rah.es/biografias/
2901;71199/francisco-jose-merlo-de-la-fuente;dbe;https://dbe.rah.es/biografias/
2908;47892/rafael-de-eslava-y-lassaga;dbe;https://dbe.rah.es/biografias/
2910;33587/francisco-gonzalez-manrique;dbe;https://dbe.rah.es/biografias/
2912;8915/sebastian-de-eslava-y-lassaga;dbe;https://dbe.rah.es/biografias/
2914;8357/jose-solis-y-folch-de-cardona;dbe;https://dbe.rah.es/biografias/
2950;76882/matias-de-peralta-cabeza-de-vaca;dbe;https://dbe.rah.es/biografias/
2955;8721/antonio-sebastian-de-toledo-molina-y-salazar;dbe;https://dbe.rah.es/biografias/
2956;25155/pedro-nuno-colon-de-portugal-y-ayala;dbe;https://dbe.rah.es/biografias/
2959;10062/melchor-portocarrero-y-lasso-de-la-vega;dbe;https://dbe.rah.es/biografias/
2960;14770/gaspar-de-la-cerda-sandoval-silva-y-mendoza;dbe;https://dbe.rah.es/biografias/
2972;60351/francisco-antonio-de-echavarri-ugarte;dbe;https://dbe.rah.es/biografias/
2978;63443/vicente-de-herrera-y-rivero;dbe;https://dbe.rah.es/biografias/
2981;7088/alonso-nunez-de-haro-y-peralta;dbe;https://dbe.rah.es/biografias/
2990;9886/felix-maria-calleja-del-rey;dbe;https://dbe.rah.es/biografias/
2992;7111/blasco-nunez-vela;dbe;https://dbe.rah.es/biografias/
2995;8724/francisco-de-toledo-y-figueroa;dbe;https://dbe.rah.es/biografias/
2996;16031/fernando-torres-y-portugal;dbe;https://dbe.rah.es/biografias/
3001;13621/diego-de-benavides-y-de-la-cueva;dbe;https://dbe.rah.es/biografias/
3002;13675/pedro-antonio-fernandez-de-castro-portugal-y-andrade;dbe;https://dbe.rah.es/biografias/
3004;13419/melchor-bartolome-buenaventura-de-navarra-y-rocafull;dbe;https://dbe.rah.es/biografias/
3010;16400/antonio-jose-de-mendoza-caamano-y-sotomayor;dbe;https://dbe.rah.es/biografias/
3011;12819/jose-antonio-manso-de-velasco-y-sanchez-de-samaniego;dbe;https://dbe.rah.es/biografias/
3012;7149/manuel-de-amat-y-junyent;dbe;https://dbe.rah.es/biografias/
3013;15321/agustin-de-jauregui-y-aldecoa;dbe;https://dbe.rah.es/biografias/
3014;15138/teodoro-de-croix;dbe;https://dbe.rah.es/biografias/
3015;7126/ambrosio-ohiggins;dbe;https://dbe.rah.es/biografias/
3016;7117/gabriel-de-aviles-y-del-fierro;dbe;https://dbe.rah.es/biografias/
3019;8110/jose-de-la-serna-y-martinez-de-hinojosa;dbe;https://dbe.rah.es/biografias/
3021;13618/juan-de-matienzo;dbe;https://dbe.rah.es/biografias/
3028;75769/martin-de-egues-y-beaumont-y-jimenez-del-vayo;dbe;https://dbe.rah.es/biografias/
3030;56801/juan-de-lizarazu;dbe;https://dbe.rah.es/biografias/
3036;76642/luis-jose-merlo-de-la-fuente;dbe;https://dbe.rah.es/biografias/
3040;63506/antonio-de-martinez-lujan-de-vargas;dbe;https://dbe.rah.es/biografias/
3044;78849/jose-antonio-de-la-rocha-y-carranza;dbe;https://dbe.rah.es/biografias/
3049;47813/ignacio-antonio-del-castillo;dbe;https://dbe.rah.es/biografias/
3058;32618/agustin-fernando-de-pinedo;dbe;https://dbe.rah.es/biografias/
3063;48995/vicente-nieto;dbe;https://dbe.rah.es/biografias/
3066;7172/pedro-antonio-de-olaneta-marquiegui;dbe;https://dbe.rah.es/biografias/
3070;76740/diego-de-narvaez;dbe;https://dbe.rah.es/biografias/
3075;24815/miguel-de-ibarra;dbe;https://dbe.rah.es/biografias/
3076;75573/diego-de-armenteros-y-henao;dbe;https://dbe.rah.es/biografias/
3077;76192/juan-fernandez-de-recalde;dbe;https://dbe.rah.es/biografias/
3083;76681/juan-de-morales-aramburu;dbe;https://dbe.rah.es/biografias/
3087;63550/lope-antonio-de-munive-y-axpe;dbe;https://dbe.rah.es/biografias/
3094;19686/francisco-miguel-de-goyeneche-y-de-balanza;dbe;https://dbe.rah.es/biografias/
3101;63782/juan-jose-de-villalengua-y-marfil;dbe;https://dbe.rah.es/biografias/
3113;14374/juan-ramirez-de-orozco;dbe;https://dbe.rah.es/biografias/
3117;123092/juan-maria-de-galvez-y-montes-de-oca;dbe;https://dbe.rah.es/biografias/
3127;75345/manuel-ignacio-fernandez;dbe;https://dbe.rah.es/biografias/
3129;47948/francisco-hurtado-del-pino;dbe;https://dbe.rah.es/biografias/
3135;11208/jose-manuel-de-goyeneche-y-barreda;dbe;https://dbe.rah.es/biografias/
3136;53914/pedro-antonio-manuel-cernadas-y-bermudez-de-castro;dbe;https://dbe.rah.es/biografias/
3138;10442/mateo-pumacahua;dbe;https://dbe.rah.es/biografias/
3141;34737/mariano-ricafort;dbe;https://dbe.rah.es/biografias/
3156;53988/juan-del-pino-y-manrique-de-lara;dbe;https://dbe.rah.es/biografias/
3157;15411/sebastian-de-segurola-y-oliden;dbe;https://dbe.rah.es/biografias/
3168;117312/manuel-quimper-benitez-del-pino;dbe;https://dbe.rah.es/biografias/
3181;47744/fernando-marquez-de-la-plata-y-orozco;dbe;https://dbe.rah.es/biografias/
3199;26657/jose-de-la-cruz-fernandez;dbe;https://dbe.rah.es/biografias/
3206;72829/antonio-cordero-y-bustamante;dbe;https://dbe.rah.es/biografias/
3213;71385/angel-pinilla-y-perez;dbe;https://dbe.rah.es/biografias/
3229;92923/juan-enriquez-de-guzman;dbe;https://dbe.rah.es/biografias/
3744;11639/alonso-lara-de-cordoba;dbe;https://dbe.rah.es/biografias/
3754;52722/juan-fernandez-de-salinas-y-de-la-cerda;dbe;https://dbe.rah.es/biografias/
3773;54363/melchor-vidal-de-lorca-y-villena;dbe;https://dbe.rah.es/biografias/
3775;54316/domingo-cabello-y-robles;dbe;https://dbe.rah.es/biografias/
3779;18051/hernan-perez-de-quesada;dbe;https://dbe.rah.es/biografias/
3781;13058/lope-montalvo-de-lugo;dbe;https://dbe.rah.es/biografias/
3804;5324/jose-joaquin-de-viana-saenz-de-villaverde;dbe;https://dbe.rah.es/biografias/
3827;124913/francisco-xavier-de-viana-y-alzaibar;dbe;https://dbe.rah.es/biografias/
3835;37809/pedro-de-mazuelo;dbe;https://dbe.rah.es/biografias/
3839;58333/pedro-alonso-cano;dbe;https://dbe.rah.es/biografias/
3852;44267/alonso-de-miranda;dbe;https://dbe.rah.es/biografias/
3867;28141/diego-lopez-de-salcedo;dbe;https://dbe.rah.es/biografias/
3877;34193/jeronimo-sanchez-carranza-de-barreda;dbe;https://dbe.rah.es/biografias/
3902;63674/jose-nicolas-rodezno-manzolo-y-rebolledo;dbe;https://dbe.rah.es/biografias/
3922;94205/jorge-de-alvarado;dbe;https://dbe.rah.es/biografias/
3979;5125/diego-velazquez-de-cuellar;dbe;https://dbe.rah.es/biografias/
3980;81646/juan-gutierrez-de-altamirano;dbe;https://dbe.rah.es/biografias/
3983;8390/hernando-de-soto;dbe;https://dbe.rah.es/biografias/
3987;34697/antonio-de-chaves-o-chavez;dbe;https://dbe.rah.es/biografias/
3988;34698/gonzalo-perez-de-angulo;dbe;https://dbe.rah.es/biografias/
3990;12634/pedro-menendez-de-aviles-y-alonso-de-la-campa;dbe;https://dbe.rah.es/biografias/
3992;48673/sancho-pardo-de-donlebun-y-lanzos-osorio;dbe;https://dbe.rah.es/biografias/
3994;10866/francisco-de-carreno;dbe;https://dbe.rah.es/biografias/
3999;81653/juan-de-tejeda;dbe;https://dbe.rah.es/biografias/
4009;34712/lorenzo-de-cabrera-y-corbera;dbe;https://dbe.rah.es/biografias/
4011;34715/francisco-de-riano-y-gamboa;dbe;https://dbe.rah.es/biografias/
4013;87156/francisco-gelder-y-calatayud-y-toledo;dbe;https://dbe.rah.es/biografias/
4016;34720/juan-de-montano-blazquez;dbe;https://dbe.rah.es/biografias/
4023;34725/jose-fernandez-de-cordoba-y-ponce-de-leon;dbe;https://dbe.rah.es/biografias/
4033;81667/gomez-de-maraver-ponce-de-leon;dbe;https://dbe.rah.es/biografias/
4035;34730/juan-antonio-tineo-y-fuertes;dbe;https://dbe.rah.es/biografias/
4038;34732/juan-de-prado-malleza-y-portocarrero;dbe;https://dbe.rah.es/biografias/
4043;81671/pascual-jimenez-de-cisneros;dbe;https://dbe.rah.es/biografias/
4046;9776/juan-manuel-de-cagigal-de-la-vega-y-montserrat;dbe;https://dbe.rah.es/biografias/
4048;34736/juan-procopio-de-bassecourt-y-bryas;dbe;https://dbe.rah.es/biografias/
4053;8458/miguel-tacon-y-rosique;dbe;https://dbe.rah.es/biografias/
4054;9140/joaquin-de-ezpeleta-y-enrile;dbe;https://dbe.rah.es/biografias/
4056;4657/jeronimo-valdes-y-sierra;dbe;https://dbe.rah.es/biografias/
4057;4360/francisco-javier-de-ulloa-y-ramirez-de-laredo;dbe;https://dbe.rah.es/biografias/
4062;8161/francisco-serrano-y-dominguez;dbe;https://dbe.rah.es/biografias/
4071;14935/joaquin-jovellar-y-soler;dbe;https://dbe.rah.es/biografias/
4073;11874/arsenio-martinez-de-campos-y-anton;dbe;https://dbe.rah.es/biografias/
4075;13083/ramon-blanco-y-erenas;dbe;https://dbe.rah.es/biografias/
4083;10340/camilo-garcia-de-polavieja-y-del-castillo-negrete;dbe;https://dbe.rah.es/biografias/
4089;7083/vasco-nunez-de-balboa;dbe;https://dbe.rah.es/biografias/
4090;10209/pedro-arias-davila;dbe;https://dbe.rah.es/biografias/
4095;52025/juan-illanes-de-castro;dbe;https://dbe.rah.es/biografias/
4096;51904/antonio-andrada;dbe;https://dbe.rah.es/biografias/
4098;53118/pedro-venegas-de-los-rios;dbe;https://dbe.rah.es/biografias/
4101;45908/alonso-anguciana-de-gamboa;dbe;https://dbe.rah.es/biografias/
4110;30000/juan-de-ocon-y-trillo;dbe;https://dbe.rah.es/biografias/
4114;53135/juan-de-villalta;dbe;https://dbe.rah.es/biografias/
4130;52038/francisco-lopez-conejo;dbe;https://dbe.rah.es/biografias/
4132;45915/diego-de-la-haya-fernandez;dbe;https://dbe.rah.es/biografias/
4139;51998/joan-gemmir-i-lleonart-y-fontanills;dbe;https://dbe.rah.es/biografias/
4153;53114/juan-jose-vazquez-y-tellez;dbe;https://dbe.rah.es/biografias/
4159;51937/juan-manuel-de-canas-trujillo-y-sanchez-de-la-madrid;dbe;https://dbe.rah.es/biografias/
4166;114553/gonzalo-mendez-de-cancio-y-donlebun;dbe;https://dbe.rah.es/biografias/
4187;55712/francisco-de-corcoles-y-martinez;dbe;https://dbe.rah.es/biografias/
4206;47895/juan-navarro-santaella;dbe;https://dbe.rah.es/biografias/
4216;48271/fernando-amador-de-amaya;dbe;https://dbe.rah.es/biografias/
4234;10404/jose-gervasio-artigas-pascual;dbe;https://dbe.rah.es/biografias/
4241;55682/martin-de-alarcon;dbe;https://dbe.rah.es/biografias/
4250;55735/jose-antonio-fernandez-de-jauregui-y-urrutia;dbe;https://dbe.rah.es/biografias/
4274;4351/antonio-de-ulloa-y-de-la-torre-guiral;dbe;https://dbe.rah.es/biografias/
4278;55762/esteban-rodriguez-miro-y-sabater;dbe;https://dbe.rah.es/biografias/
4281;55709/francisco-bouligny;dbe;https://dbe.rah.es/biografias/
4325;64845/tomas-velez-cachupin-de-la-quintana;dbe;https://dbe.rah.es/biografias/
4327;54333/mateo-antonio-de-mendoza-diaz-de-arce;dbe;https://dbe.rah.es/biografias/
4348;54314/diego-de-borica-y-retegui;dbe;https://dbe.rah.es/biografias/
4350;54294/jose-dario-arguello;dbe;https://dbe.rah.es/biografias/
4356;Francisco_Vázquez_de_Coronado;wiki-es;https://es.wikipedia.org/wiki/
4357;Cristóbal de Oñate;wiki-es;https://es.wikipedia.org/wiki/
4357;51519/cristobal-de-onate;dbe;https://dbe.rah.es/biografias/
4353;11471/nuno-beltran-de-guzman;dbe;https://dbe.rah.es/biografias/
4353;Nuño_de_Guzmán;wiki-es;https://es.wikipedia.org/wiki/
4356;5002/francisco-vazquez-de-coronado;dbe;https://dbe.rah.es/biografias/
4356;59886681;viaf;https://viaf.org/viaf/
4353;107539998;viaf;https://viaf.org/viaf/
3254;61990/juan-ruiz-de-contreras-y-tellez;dbe;https://dbe.rah.es/biografias/
3277;75307/manuel-garcia-de-bustamante;dbe;https://dbe.rah.es/biografias/
3310;16242/juan-martinez-de-rozas;dbe;https://dbe.rah.es/biografias/
3311;19689/francisco-manuel-de-la-mata-linares;dbe;https://dbe.rah.es/biografias/
3314;22152/joaquin-de-alos-y-de-bru;dbe;https://dbe.rah.es/biografias/
3318;35091/eustaquio-giannini-bentallol;dbe;https://dbe.rah.es/biografias/
3359;67063/lucas-de-galvez-y-montes-de-oca;dbe;https://dbe.rah.es/biografias/
3378;75592/juan-del-barrio-de-sepulveda;dbe;https://dbe.rah.es/biografias/
3383;76604/francisco-manso-de-contreras;dbe;https://dbe.rah.es/biografias/
3389;25201/enrique-enriquez-de-sotomayor;dbe;https://dbe.rah.es/biografias/
3394;76784/diego-de-orozco-y-espinar;dbe;https://dbe.rah.es/biografias/
3404;63501/miguel-francisco-de-marichalar-y-vallejo;dbe;https://dbe.rah.es/biografias/
3407;63263/jose-de-alzamora-ursino;dbe;https://dbe.rah.es/biografias/
3417;63624/gaspar-perez-buelta;dbe;https://dbe.rah.es/biografias/
3421;18035/dionisio-martinez-de-la-vega-y-moreno;dbe;https://dbe.rah.es/biografias/
3452;76499/francisco-de-herrera-enriquez;dbe;https://dbe.rah.es/biografias/
3455;71193/fernando-jose-de-haro-y-monterroso;dbe;https://dbe.rah.es/biografias/
3469;76622/antonio-mejia;dbe;https://dbe.rah.es/biografias/
3484;35121/diego-de-boisa;dbe;https://dbe.rah.es/biografias/
3490;35130/gutierre-de-la-pena-langayo;dbe;https://dbe.rah.es/biografias/
3491;17881/pablo-collado;dbe;https://dbe.rah.es/biografias/
3504;35144/garcia-giron;dbe;https://dbe.rah.es/biografias/
3509;35148/francisco-nunez-melian;dbe;https://dbe.rah.es/biografias/
3510;35149/ruy-fernandez-de-fuenmayor-figueroa;dbe;https://dbe.rah.es/biografias/
3515;35157/andres-de-vera-y-moscoso;dbe;https://dbe.rah.es/biografias/
3519;35164/francisco-davila-orejon-y-gaston;dbe;https://dbe.rah.es/biografias/
3534;57934/martin-de-lardizabal-y-elorza;dbe;https://dbe.rah.es/biografias/
3536;35192/luis-francisco-de-castellanos;dbe;https://dbe.rah.es/biografias/
3538;35197/felipe-nicolas-de-ricardos;dbe;https://dbe.rah.es/biografias/
3539;35201/felipe-de-font-de-viela-y-ondiano;dbe;https://dbe.rah.es/biografias/
3540;35202/francisco-de-arce;dbe;https://dbe.rah.es/biografias/
3549;35224/vicente-de-emparan-y-de-orbe;dbe;https://dbe.rah.es/biografias/
3552;128204/juan-manuel-cagigal-de-la-vega-y-martinez-nino;dbe;https://dbe.rah.es/biografias/
3598;9947/juan-ponce-de-leon;dbe;https://dbe.rah.es/biografias/
3599;39166/juan-ceron;dbe;https://dbe.rah.es/biografias/
3623;25187/sancho-ochoa-de-castro;dbe;https://dbe.rah.es/biografias/
3624;25190/gabriel-de-rojas-paramo;dbe;https://dbe.rah.es/biografias/
3625;25191/felipe-de-beaumont-y-navarra;dbe;https://dbe.rah.es/biografias/
3629;25203/inigo-de-la-mota-y-sarmiento;dbe;https://dbe.rah.es/biografias/
3677;15897/miguel-lopez-de-banos-y-monsalve;dbe;https://dbe.rah.es/biografias/
3678;16356/santiago-mendez-vigo-y-garcia-de-san-pedro;dbe;https://dbe.rah.es/biografias/
3684;14139/andres-garcia-camba-y-de-las-heras;dbe;https://dbe.rah.es/biografias/
3691;16121/jose-maria-marchesi-oleaga;dbe;https://dbe.rah.es/biografias/
3696;28213/simon-de-la-torre-y-ormaza;dbe;https://dbe.rah.es/biografias/
3698;39253/juan-martinez-plowes;dbe;https://dbe.rah.es/biografias/
3712;39261/jose-lasso-perez;dbe;https://dbe.rah.es/biografias/
3713;64997/manuel-delgado-y-zuleta;dbe;https://dbe.rah.es/biografias/
3722;4630/cristobal-vaca-de-castro;dbe;https://dbe.rah.es/biografias/
3782;4581/pedro-de-ursua;dbe;https://dbe.rah.es/biografias/
3785;33567/juan-bautista-monzon;dbe;https://dbe.rah.es/biografias/
3788;75727/juan-cornejo;dbe;https://dbe.rah.es/biografias/
3791;71199/francisco-jose-merlo-de-la-fuente;dbe;https://dbe.rah.es/biografias/
3792;64757/francisco-de-otero-y-cossio;dbe;https://dbe.rah.es/biografias/
3808;71714/pascual-ruiz-huidobro;dbe;https://dbe.rah.es/biografias/
3813;72883/felipe-ruiz-puente-y-garcia-de-la-yedra;dbe;https://dbe.rah.es/biografias/
3833;15767/juan-de-esquivel;dbe;https://dbe.rah.es/biografias/
3834;10189/francisco-de-garay;dbe;https://dbe.rah.es/biografias/
3895;63559/antonio-de-navia-bolano;dbe;https://dbe.rah.es/biografias/
3924;115272/francisco-de-la-cueva-y-villacreces;dbe;https://dbe.rah.es/biografias/
3956;65657/francisco-chacon-y-medina-salazar;dbe;https://dbe.rah.es/biografias/
3996;81652/gabriel-de-lujan;dbe;https://dbe.rah.es/biografias/
4002;34707/gaspar-ruiz-de-pereda-o-de-peralta;dbe;https://dbe.rah.es/biografias/
4012;87172/alvaro-de-luna-y-sarmiento;dbe;https://dbe.rah.es/biografias/
4030;12041/luis-chacon-y-castellon;dbe;https://dbe.rah.es/biografias/
4036;87204/diego-de-penalosa;dbe;https://dbe.rah.es/biografias/
4041;13877/ambrosio-de-funes-de-villalpando-abarca-de-bolea;dbe;https://dbe.rah.es/biografias/
4055;8572/pedro-de-alcantara-tellez-giron-y-alfonso-pimentel;dbe;https://dbe.rah.es/biografias/
4059;14898/federico-roncali-y-ceruti;dbe;https://dbe.rah.es/biografias/
4065;84456/joaquin-del-manzano-y-manzano;dbe;https://dbe.rah.es/biografias/
4066;5724/blas-de-villate-y-de-la-hera;dbe;https://dbe.rah.es/biografias/
4069;11900/francisco-ceballos-y-vargas;dbe;https://dbe.rah.es/biografias/
4086;6002/valeriano-weyler-y-nicolau;dbe;https://dbe.rah.es/biografias/
4088;6969/diego-de-nicuesa;dbe;https://dbe.rah.es/biografias/
4092;6357/hernan-sanchez-de-badajoz;dbe;https://dbe.rah.es/biografias/
4199;69608/jose-coppinger-y-lopez-de-gamarra;dbe;https://dbe.rah.es/biografias/
4224;24197/juan-de-dios-puga-y-cordova-figueroa;dbe;https://dbe.rah.es/biografias/
4340;10063/gaspar-de-portola-y-rovira;dbe;https://dbe.rah.es/biografias/
4345;54336/felipe-de-neve;dbe;https://dbe.rah.es/biografias/
4337;Alberto_Maynez;wiki-en;https://en.wikipedia.org/wiki/
4337;Q17510603;;
170;Antonio_Jos%C3%A9_%C3%81lvarez_de_Abreu;wiki-es;https://es.wikipedia.org/wiki/
2835;Alonso_P%C3%A9rez_de_Salazar;wiki-es;https://es.wikipedia.org/wiki/
2860;Sebasti%C3%A1n_%C3%81lvarez_Alfonso_Rosica_de_Caldas;wiki-es;https://es.wikipedia.org/wiki/
2862;Fernando_Francisco_de_Escobedo;wiki-es;https://es.wikipedia.org/wiki/
2879;Jos%C3%A9_de_Estacher%C3%Ada;wiki-es;https://es.wikipedia.org/wiki/
2883;Jos%C3%A9_de_Bustamante_y_Guerra;wiki-es;https://es.wikipedia.org/wiki/
2884;Carlos_de_Urrutia_y_Montoya;wiki-es;https://es.wikipedia.org/wiki/
2887;Andr%C3%A9s_D%C3%ADaz_Venero_de_Leyva;wiki-es;https://es.wikipedia.org/wiki/
2913;José_Alfonso_Pizarro;wiki-es;https://es.wikipedia.org/wiki/
2917;Manuel_Antonio_Fl%C3%B3rez_Maldonado;wiki-es;https://es.wikipedia.org/wiki/
2921;Jos%C3%A9_Manuel_de_Ezpeleta;wiki-es;https://es.wikipedia.org/wiki/
2922;Pedro_Mendinueta;wiki-es;https://es.wikipedia.org/wiki/
2924;Francisco_Xavier_Venegas;wiki-es;https://es.wikipedia.org/wiki/
2925;Benito_P%C3%A9rez_Brito;wiki-es;https://es.wikipedia.org/wiki/
2926;Francisco_Jos%C3%A9_Montalvo_y_Ambulodi;wiki-es;https://es.wikipedia.org/wiki/
2929;Luis_de_Velasco_y_Ruiz_de_Alarc%C3%B3n;wiki-es;https://es.wikipedia.org/wiki/
2934;Lorenzo_Su%C3%A1rez_de_Mendoza;wiki-es;https://es.wikipedia.org/wiki/
2939;Gaspar_de_Z%C3%BA%C3%B1iga_Acevedo_y_Velasco;wiki-es;https://es.wikipedia.org/wiki/
2942;Diego_Fern%C3%A1ndez_de_C%C3%B3rdoba_(marqu%C3%A9s_de_Guadalc%C3%A1zar);wiki-es;https://es.wikipedia.org/wiki/
2944;Diego_Carrillo_de_Mendoza_y_Pimentel;wiki-es;https://es.wikipedia.org/wiki/
2945;Rodrigo_Pacheco_y_Osorio;wiki-es;https://es.wikipedia.org/wiki/
2946;Diego_L%C3%B3pez_Pacheco_y_Portugal;wiki-es;https://es.wikipedia.org/wiki/
2952;Francisco_Fern%C3%A1ndez_de_la_Cueva_y_Enr%C3%ADquez_de_Cabrera;wiki-es;https://es.wikipedia.org/wiki/
2953;Juan_Francisco_de_Leyva_y_de_la_Cerda;wiki-es;https://es.wikipedia.org/wiki/
2957;Payo_Enr%C3%ADquez_de_Rivera;wiki-es;https://es.wikipedia.org/wiki/
2966;Juan_V%C3%A1zquez_de_Acu%C3%B1a_y_Bejarano;wiki-es;https://es.wikipedia.org/wiki/
2977;Francisco_Rom%C3%A1_y_Rossell;wiki-es;https://es.wikipedia.org/wiki/
3000;Pedro_de_Toledo_y_Leiva;wiki-es;https://es.wikipedia.org/wiki/
3003;Pedro_%C3%81lvarez_de_Toledo_y_Leiva;wiki-es;https://es.wikipedia.org/wiki/
3007;Carmine_Nicolao_Caracciolo;wiki-es;https://es.wikipedia.org/wiki/
3018;Joaqu%C3%ADn_de_la_Pezuela;wiki-es;https://es.wikipedia.org/wiki/
3056;Ambrosio_de_Benavides_Medina;wiki-es;https://es.wikipedia.org/wiki/
3061;Joaqu%C3%ADn_del_Pino;wiki-es;https://es.wikipedia.org/wiki/
3061;Joaqu%C3%ADn_del_Pino_y_Rozas;wiki-es;https://es.wikipedia.org/wiki/
3067;Antonio_Vigil;wiki-es;https://es.wikipedia.org/wiki/
3104;Francisco_Luis_H%C3%A9ctor_de_Carondelet;wiki-es;https://es.wikipedia.org/wiki/
3107;Manuel_Ruiz_Urri%C3%A9s_de_Castilla;wiki-es;https://es.wikipedia.org/wiki/
3118;Pedro_Antonio_de_Cevallos;wiki-es;https://es.wikipedia.org/wiki/
3119;Juan_Jos%C3%A9_de_V%C3%A9rtiz_y_Salcedo;wiki-es;https://es.wikipedia.org/wiki/
3120;Nicol%C3%A1s_del_Campo;wiki-es;https://es.wikipedia.org/wiki/
3122;Pedro_de_Melo;wiki-es;https://es.wikipedia.org/wiki/
3122;Pedro_Melo_de_Portugal;wiki-es;https://es.wikipedia.org/wiki/
3123;Antonio_Olaguer_Feli%C3%BA;wiki-es;https://es.wikipedia.org/wiki/
3124;Rafael_de_Sobremonte;wiki-es;https://es.wikipedia.org/wiki/
3125;Santiago_de_Liniers;wiki-es;https://es.wikipedia.org/wiki/
3126;Baltasar_Hidalgo_de_Cisneros;wiki-es;https://es.wikipedia.org/wiki/
3137;Mart%C3%ADn_de_la_Concha_y_Jara;wiki-es;https://es.wikipedia.org/wiki/
3139;Manuel_Pardo_Ribadeneira;wiki-es;https://es.wikipedia.org/wiki/
3146;Victorino_Rodr%C3%ADguez_(funcionario);wiki-es;https://es.wikipedia.org/wiki/
